group,permission,description,role,roleLabel,tagged,api,align,enforcement,notes
Procurement & Inventory,stock.view,View stock levels & movements,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,PM,Project Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,DPM,Deputy Project Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,QC,Senior QC Engineer,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,MECHANICAL_MANAGER,Mechanical Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,STORE_INCHARGE,Store Incharge,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.view,View stock levels & movements,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),PM,Project Manager,YES,PASS,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),DPM,Deputy Project Manager,YES,PASS,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),STORE_INCHARGE,Store Incharge,YES,PASS,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.manage,Manage stock movements (in / out / transfer),INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,procurement stock.manage via permission; warehouse/transaction routes use requireRole OWNER/INVENTORY_MANAGER [route requirePermission ×10]
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,PM,Project Manager,YES,PASS,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,DPM,Deputy Project Manager,YES,PASS,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,STORE_INCHARGE,Store Incharge,NO,PASS,OVER,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Procurement & Inventory,stock.adjust,Perform manual stock adjustments,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION_OR_ROLE,inventory-stock uses stock.manage not stock.adjust
Subcontracting,subcontract.view,View subcontractor work orders,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,QC,Senior QC Engineer,YES,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,MECHANICAL_MANAGER,Mechanical Manager,YES,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,SITE_SUPERVISOR,Site Supervisor,NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,SUPERVISOR,Site Supervisor (legacy),NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,ACCOUNTANT,Accountant,NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.view,View subcontractor work orders,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,List likely auth-only
Subcontracting,subcontract.create_wo,Create subcontractor work orders,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,PM,Project Manager,NO,PASS,OVER,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.create_wo,Create subcontractor work orders,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,Several WO mutations OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,PM,Project Manager,NO,PASS,OVER,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Subcontracting,subcontract.approve_measurement,Approve subcontractor measurements,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,Approve paths OWNER/PM
Invoices (Money In),invoice.view,View client invoices,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,PM,Project Manager,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,DPM,Deputy Project Manager,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,QC,Senior QC Engineer,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,SITE_SUPERVISOR,Site Supervisor,NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,SUPERVISOR,Site Supervisor (legacy),NO,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,ACCOUNTANT,Accountant,YES,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.view,View client invoices,INVENTORY_MANAGER,Inventory Manager,YES,UNGATED,N/A,AUTH_ONLY,GET invoices: authenticate only
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),PM,Project Manager,NO,PASS,OVER,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.create,Create client invoices (Standard / RA / Milestone),INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,PM,Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Invoices (Money In),invoice.record_payment,Record client payments,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|ACCOUNTANT|INVENTORY_MANAGER)
Bills (Money Out),bill.view,View vendor bills,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,ACCOUNTANT,Accountant,YES,PASS,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.view,View vendor bills,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×4]
Bills (Money Out),bill.create,Create vendor bills,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,ACCOUNTANT,Accountant,YES,PASS,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.create,Create vendor bills,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×6]
Bills (Money Out),bill.approve,Approve vendor bills,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.approve,Approve vendor bills,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,ACCOUNTANT,Accountant,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Bills (Money Out),bill.record_payment,Pay vendor bills,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Accounting Export,tally.export,Export invoices & bills to Tally XML,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,PM,Project Manager,YES,PASS,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,accounting-export + financial-report role lists
Accounting Export,tally.export,Export invoices & bills to Tally XML,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,ROLE,accounting-export + financial-report role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",OWNER,Owner / MD,YES,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",PM,Project Manager,YES,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",DPM,Deputy Project Manager,YES,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",QC,Senior QC Engineer,NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",MECHANICAL_MANAGER,Mechanical Manager,NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",STORE_INCHARGE,Store Incharge,NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",SITE_SUPERVISOR,Site Supervisor,NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",SUPERVISOR,Site Supervisor (legacy),NO,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",ACCOUNTANT,Accountant,YES,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_amounts,"View monetary amounts (rates, totals, payments)",INVENTORY_MANAGER,Inventory Manager,YES,FIELD,N/A,FIELD,UI masking; financial report routes use role lists
Financials,financials.view_profit,View profit margins & P&L,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,PM,Project Manager,NO,PASS,OVER,ROLE,P&L/cashflow requireRole
Financials,financials.view_profit,View profit margins & P&L,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,P&L/cashflow requireRole
